JDTDB,Calendar Date (TDB),X,Y,Z,Unnamed: 5,distance_from_origin
2451426.540613426, A.D. 1999-Sep-05 00:58:29.0000,-247981031.6374362,-294406897.7290693,140593654.1679963,,409800669.92957926
2451427.540613426, A.D. 1999-Sep-06 00:58:29.0000,-247179886.2266702,-295530558.7563782,140938594.3153403,,410243701.5744066
2451428.540613426, A.D. 1999-Sep-07 00:58:29.0000,-246375195.3216591,-296649979.6028342,141281512.0973363,,410685296.70376253
2451429.540613426, A.D. 1999-Sep-08 00:58:29.0000,-245566981.8616048,-297765157.9259011,141622409.1260738,,411125453.62933636
2451430.540613426, A.D. 1999-Sep-09 00:58:29.0000,-244755268.6763033,-298876091.4437314,141961287.0248768,,411564170.6893964
2451431.540613426, A.D. 1999-Sep-10 00:58:29.0000,-243940078.486792,-299982777.934305,142298147.4280365,,412001446.2484034
2451432.540613426, A.D. 1999-Sep-11 00:58:29.0000,-243121433.9059989,-301085215.234567,142632991.9805505,,412437278.69662595
2451433.540613426, A.D. 1999-Sep-12 00:58:29.0000,-242299357.4393977,-302183401.2395675,142965822.3378672,,412871666.44975907
2451434.540613426, A.D. 1999-Sep-13 00:58:29.0000,-241473871.4856681,-303277333.9016061,143296640.1656357,,413304607.94854796
2451435.540613426, A.D. 1999-Sep-14 00:58:29.0000,-240644998.33736,-304367011.2293828,143625447.1394606,,413736101.65841854
2451436.540613426, A.D. 1999-Sep-15 00:58:29.0000,-239812760.1815621,-305452431.2871556,143952244.9446618,,414166146.069113
2451437.540613426, A.D. 1999-Sep-16 00:58:29.0000,-238977179.1005745,-306533592.1939092,144277035.276039,,414594739.6943349
2451438.540613426, A.D. 1999-Sep-17 00:58:29.0000,-238138277.0725828,-307610492.1225319,144599819.8376401,,415021881.07139903
2451439.540613426, A.D. 1999-Sep-18 00:58:29.0000,-237296075.9723358,-308683129.2990041,144920600.3425348,,415447568.7608906
2451440.540613426, A.D. 1999-Sep-19 00:58:29.0000,-236450597.5718227,-309751502.0015972,145239378.5125909,,415871801.3463298
2451441.540613426, A.D. 1999-Sep-20 00:58:29.0000,-235601863.5409522,-310815608.5600838,145556156.0782559,,416294577.4338435
2451442.540613426, A.D. 1999-Sep-21 00:58:29.0000,-234749895.448231,-311875447.3549588,145870934.778341,,416715895.6518434
2451443.540613426, A.D. 1999-Sep-22 00:58:29.0000,-233894714.7614419,-312931016.8166727,146183716.3598104,,417135754.65071136
2451444.540613426, A.D. 1999-Sep-23 00:58:29.0000,-233036342.8483205,-313982315.4248748,146494502.5775722,,417554153.10248786
2451445.540613426, A.D. 1999-Sep-24 00:58:29.0000,-232174800.9772319,-315029341.7076682,146803295.1942748,,417971089.7005694
2451446.540613426, A.D. 1999-Sep-25 00:58:29.0000,-231310110.3178442,-316072094.2408753,147110095.9801049,,418386563.15940845
2451447.540613426, A.D. 1999-Sep-26 00:58:29.0000,-230442291.9418004,-317110571.6473147,147414906.7125902,,418800572.2142203
2451448.540613426, A.D. 1999-Sep-27 00:58:29.0000,-229571366.8233895,-318144772.5960872,147717729.1764044,,419213115.6206934
2451449.540613426, A.D. 1999-Sep-28 00:58:29.0000,-228697355.8402131,-319174695.8018742,148018565.1631765,,419624192.1547059
2451450.540613426, A.D. 1999-Sep-29 00:58:29.0000,-227820279.7738512,-320200340.024244,148317416.4713015,,420033800.6120446
2451451.540613426, A.D. 1999-Sep-30 00:58:29.0000,-226940159.3105246,-321221704.0669696,148614284.9057563,,420441939.8081302
2451452.540613426, A.D. 1999-Oct-01 00:58:29.0000,-226057015.041755,-322238786.7773563,148909172.2779169,,420848608.5777463
2451453.540613426, A.D. 1999-Oct-02 00:58:29.0000,-225170867.4650218,-323251587.0455773,149202080.4053797,,421253805.77477074
2451454.540613426, A.D. 1999-Oct-03 00:58:29.0000,-224281736.9844161,-324260103.8040209,149493011.1117851,,421657530.27191335
2451455.540613426, A.D. 1999-Oct-04 00:58:29.0000,-223389643.9112926,-325264336.0266455,149781966.2266441,,422059780.96045613
2451456.540613426, A.D. 1999-Oct-05 00:58:29.0000,-222494608.4649173,-326264282.7283441,150068947.5851683,,422460556.7499973
2451457.540613426, A.D. 1999-Oct-06 00:58:29.0000,-221596650.773113,-327259942.9643186,150353957.0281022,,422859856.56819975
2451458.540613426, A.D. 1999-Oct-07 00:58:29.0000,-220695790.8729017,-328251315.829461,150636996.4015579,,423257679.36054164
2451459.540613426, A.D. 1999-Oct-08 00:58:29.0000,-219792048.7111439,-329238400.4577459,150918067.5568537,,423654024.09007275
2451460.540613426, A.D. 1999-Oct-09 00:58:29.0000,-218885444.1451744,-330221196.0216297,151197172.3503543,,424048889.7371724
2451461.540613426, A.D. 1999-Oct-10 00:58:29.0000,-217975996.9434359,-331199701.7314592,151474312.643314,,424442275.29931176
2451462.540613426, A.D. 1999-Oct-11 00:58:29.0000,-217063726.7861091,-332173916.834888,151749490.3017229,,424834179.7908196
2451463.540613426, A.D. 1999-Oct-12 00:58:29.0000,-216148653.2657393,-333143840.6163025,152022707.1961551,,425224602.24265134
2451464.540613426, A.D. 1999-Oct-13 00:58:29.0000,-215230795.8878613,-334109472.3962542,152293965.2016194,,425613541.70216155
2451465.540613426, A.D. 1999-Oct-14 00:58:29.0000,-214310174.0716189,-335070811.530903,152563266.1974134,,426000997.2328801
2451466.540613426, A.D. 1999-Oct-15 00:58:29.0000,-213386807.1503841,-336027857.4114656,152830612.0669786,,426386967.91429114
2451467.540613426, A.D. 1999-Oct-16 00:58:29.0000,-212460714.3723707,-336980609.4636741,153096004.6977591,,426771452.8416159
2451468.540613426, A.D. 1999-Oct-17 00:58:29.0000,-211531914.9012468,-337929067.1472422,153359445.9810622,,427154451.12559927
2451469.540613426, A.D. 1999-Oct-18 00:58:29.0000,-210600427.8167425,-338873229.9553393,153620937.8119213,,427535961.8922991
2451470.540613426, A.D. 1999-Oct-19 00:58:29.0000,-209666272.1152554,-339813097.4140725,153880482.0889611,,427915984.28287923
2451471.540613426, A.D. 1999-Oct-20 00:58:29.0000,-208729466.7104528,-340748669.0819775,154138080.7142647,,428294517.45340633
2451472.540613426, A.D. 1999-Oct-21 00:58:29.0000,-207790030.4338695,-341679944.549517,154393735.5932438,,428671560.57465005
2451473.540613426, A.D. 1999-Oct-22 00:58:29.0000,-206847982.0355037,-342606923.4385869,154647448.6345096,,429047112.831886
2451474.540613426, A.D. 1999-Oct-23 00:58:29.0000,-205903340.1844082,-343529605.4020317,154899221.7497469,,429421173.4247032
2451475.540613426, A.D. 1999-Oct-24 00:58:29.0000,-204956123.4692782,-344447990.1231677,155149056.8535902,,429793741.56681526
2451476.540613426, A.D. 1999-Oct-25 00:58:29.0000,-204006350.3990345,-345362077.3153144,155396955.8635001,,430164816.48587376
2451477.540613426, A.D. 1999-Oct-26 00:58:29.0000,-203054039.4034038,-346271866.7213345,155642920.6996441,,430534397.4232865
2451478.540613426, A.D. 1999-Oct-27 00:58:29.0000,-202099208.8334925,-347177358.1131826,155886953.2847767,,430902483.63403845
2451479.540613426, A.D. 1999-Oct-28 00:58:29.0000,-201141876.9623567,-348078551.2914616,156129055.5441231,,431269074.3865161
2451480.540613426, A.D. 1999-Oct-29 00:58:29.0000,-200182061.9855663,-348975446.084989,156369229.4052632,,431634168.9623355
2451481.540613426, A.D. 1999-Oct-30 00:58:29.0000,-199219782.0217618,-349868042.3503697,156607476.7980177,,431997766.65617156
2451482.540613426, A.D. 1999-Oct-31 00:58:29.0000,-198255055.1132053,-350756339.9715796,156843799.6543353,,432359866.775592
2451483.540613426, A.D. 1999-Nov-01 00:58:29.0000,-197287899.2263228,-351640338.8595541,157078199.9081821,,432720468.64089125
2451484.540613426, A.D. 1999-Nov-02 00:58:29.0000,-196318332.2522374,-352520038.9517859,157310679.4954304,,433079571.5849254
2451485.540613426, A.D. 1999-Nov-03 00:58:29.0000,-195346372.0072925,-353395440.2119297,157541240.3537512,,433437174.95294917
2451486.540613426, A.D. 1999-Nov-04 00:58:29.0000,-194372036.2335636,-354266542.6294103,157769884.4225052,,433793278.1024485
2451487.540613426, A.D. 1999-Nov-05 00:58:29.0000,-193395342.5993575,-355133346.2190362,157996613.6426367,,434147880.40297204
2451488.540613426, A.D. 1999-Nov-06 00:58:29.0000,-192416308.6996984,-355995851.0206134,158221429.956568,,434500981.2359571
2451489.540613426, A.D. 1999-Nov-07 00:58:29.0000,-191434952.0567982,-356854057.0985599,158444335.3080952,,434852579.99454826
2451490.540613426, A.D. 1999-Nov-08 00:58:29.0000,-190451290.1205139,-357707964.5415139,158665331.6422854,,435202676.08340544
2451491.540613426, A.D. 1999-Nov-09 00:58:29.0000,-189465340.2687911,-358557573.4619331,158884420.9053755,,435551268.9184993
2451492.540613426, A.D. 1999-Nov-10 00:58:29.0000,-188477119.8080932,-359402883.9956844,159101605.0446742,,435898357.92689234
2451493.540613426, A.D. 1999-Nov-11 00:58:29.0000,-187486645.9738232,-360243896.3016118,159316886.0084657,,436243942.5465007
2451494.540613426, A.D. 1999-Nov-12 00:58:29.0000,-186493935.9307418,-361080610.5610855,159530265.7459182,,436588022.2258385
2451495.540613426, A.D. 1999-Nov-13 00:58:29.0000,-185499006.7733873,-361913026.9775254,159741746.2069966,,436930596.4237441
2451496.540613426, A.D. 1999-Nov-14 00:58:29.0000,-184501875.5265071,-362741145.7758987,159951329.3423803,,437271664.60909075
2451497.540613426, A.D. 1999-Nov-15 00:58:29.0000,-183502559.1455111,-363564967.2021925,160159017.1033875,,437611226.260486
2451498.540613426, A.D. 1999-Nov-16 00:58:29.0000,-182501074.5169565,-364384491.5228668,160364811.441907,,437949280.86597
2451499.540613426, A.D. 1999-Nov-17 00:58:29.0000,-181497438.4590752,-365199719.0242978,160568714.3103349,,438285827.9227219
2451500.540613426, A.D. 1999-Nov-18 00:58:29.0000,-180491667.7223479,-366010650.0122209,160770727.6615199,,438620866.93678576
2451501.540613426, A.D. 1999-Nov-19 00:58:29.0000,-179483778.9901267,-366817284.8111952,160970853.4487124,,438954397.42283136
2451502.540613426, A.D. 1999-Nov-20 00:58:29.0000,-178473788.8793075,-367619623.7640978,161169093.6255174,,439286418.9039575
2451503.540613426, A.D. 1999-Nov-21 00:58:29.0000,-177461713.941038,-368417667.2316679,161365450.1458498,,439616930.9115466
2451504.540613426, A.D. 1999-Nov-22 00:58:29.0000,-176447570.6614507,-369211415.5921121,161559924.963888,,439945932.985175
2451505.540613426, A.D. 1999-Nov-23 00:58:29.0000,-175431375.4623994,-370000869.2407714,161752520.0340243,,440273424.67257005
2451506.540613426, A.D. 1999-Nov-24 00:58:29.0000,-174413144.7021863,-370786028.5898569,161943237.3108139,,440599405.52961546
2451507.540613426, A.D. 1999-Nov-25 00:58:29.0000,-173392894.6762587,-371566894.0682387,162132078.7489146,,440923875.1203819
2451508.540613426, A.D. 1999-Nov-26 00:58:29.0000,-172370641.617865,-372343466.1212806,162319046.3030233,,441246833.017175
2451509.540613426, A.D. 1999-Nov-27 00:58:29.0000,-171346401.6986618,-373115745.210705,162504141.9278073,,441568278.80058575
2451510.540613426, A.D. 1999-Nov-28 00:58:29.0000,-170320191.0292719,-373883731.8144752,162687367.5778307,,441888212.0595324
2451511.540613426, A.D. 1999-Nov-29 00:58:29.0000,-169292025.6597933,-374647426.4266771,162868725.2074795,,442206632.39128155
2451512.540613426, A.D. 1999-Nov-30 00:58:29.0000,-168261921.5802678,-375406829.5573939,163048216.770884,,442523539.4014465
2451513.540613426, A.D. 1999-Dec-01 00:58:29.0000,-167229894.721115,-376161941.7325649,163225844.2218422,,442838932.70395935
2451514.540613426, A.D. 1999-Dec-02 00:58:29.0000,-166195960.953542,-376912763.4938247,163401609.5137436,,443152811.9210179
2451515.540613426, A.D. 1999-Dec-03 00:58:29.0000,-165160136.0899359,-377659295.3983206,163575514.599496,,443465176.6830086
2451516.540613426, A.D. 1999-Dec-04 00:58:29.0000,-164122435.8842461,-378401538.0185108,163747561.4314532,,443776026.6284114
2451517.540613426, A.D. 1999-Dec-05 00:58:29.0000,-163082876.0323624,-379139491.9419441,163917751.9613469,,444085361.40368783
2451518.540613426, A.D. 1999-Dec-06 00:58:29.0000,-162041472.1724927,-379873157.7710247,164086088.1402211,,444393180.6631589
2451519.540613426, A.D. 1999-Dec-07 00:58:29.0000,-160998239.885543,-380602536.1227649,164252571.9183688,,444699484.0688735
2451520.540613426, A.D. 1999-Dec-08 00:58:29.0000,-159953194.6955017,-381327627.6285306,164417205.2452719,,445004271.2904745
2451521.540613426, A.D. 1999-Dec-09 00:58:29.0000,-158906352.0698289,-382048432.9337791,164579990.069544,,445307542.0050596
2451522.540613426, A.D. 1999-Dec-10 00:58:29.0000,-157857727.4198504,-382764952.6977951,164740928.3388749,,445609295.89704406
2451523.540613426, A.D. 1999-Dec-11 00:58:29.0000,-156807336.1011573,-383477187.5934254,164900021.9999776,,445909532.6580242
2451524.540613426, A.D. 1999-Dec-12 00:58:29.0000,-155755193.4140091,-384185138.3068131,165057272.9985372,,446208251.98664147
2451525.540613426, A.D. 1999-Dec-13 00:58:29.0000,-154701314.6037411,-384888805.5371351,165212683.2791611,,446505453.5884514
2451526.540613426, A.D. 1999-Dec-14 00:58:29.0000,-153645714.8611751,-385588189.9963408,165366254.7853321,,446801137.1757945
2451527.540613426, A.D. 1999-Dec-15 00:58:29.0000,-152588409.3230311,-386283292.4088944,165517989.459361,,447095302.46767014
2451528.540613426, A.D. 1999-Dec-16 00:58:29.0000,-151529413.0723424,-386974113.5115228,165667889.2423425,,447387949.1896162
2451529.540613426, A.D. 1999-Dec-17 00:58:29.0000,-150468741.1388702,-387660654.0529644,165815956.0741107,,447679077.0735883
2451530.540613426, A.D. 1999-Dec-18 00:58:29.0000,-149406408.4995193,-388342914.7937259,165962191.8931969,,447968685.8578472
2451531.540613426, A.D. 1999-Dec-19 00:58:29.0000,-148342430.0787538,-389020896.5058396,166106598.6367877,,448256775.28684384
2451532.540613426, A.D. 1999-Dec-20 00:58:29.0000,-147276820.7490121,-389694599.9726291,166249178.2406851,,448543345.1111131
2451533.540613426, A.D. 1999-Dec-21 00:58:29.0000,-146209595.3311211,-390364025.9884756,166389932.6392657,,448828395.0871656
2451534.540613426, A.D. 1999-Dec-22 00:58:29.0000,-145140768.5947099,-391029175.3585918,166528863.7654434,,449111924.9773859
2451535.540613426, A.D. 1999-Dec-23 00:58:29.0000,-144070355.258621,-391690048.8987973,166665973.5506308,,449393934.54993033
2451536.540613426, A.D. 1999-Dec-24 00:58:29.0000,-142998369.9913212,-392346647.4352999,166801263.9247022,,449674423.5786292
2451537.540613426, A.D. 1999-Dec-25 00:58:29.0000,-141924827.4113098,-392998971.80448,166934736.8159583,,449953391.84289056
2451538.540613426, A.D. 1999-Dec-26 00:58:29.0000,-140849742.0875259,-393647022.8526791,167066394.1510902,,450230839.1276053
2451539.540613426, A.D. 1999-Dec-27 00:58:29.0000,-139773128.5397528,-394290801.4359924,167196237.8551453,,450506765.22305614
2451540.540613426, A.D. 1999-Dec-28 00:58:29.0000,-138695001.2390214,-394930308.4200642,167324269.8514938,,450781169.92482585
2451541.540613426, A.D. 1999-Dec-29 00:58:29.0000,-137615374.6080103,-395565544.6798882,167450492.0617954,,451054053.0337102
2451542.540613426, A.D. 1999-Dec-30 00:58:29.0000,-136534263.0214456,-396196511.0996101,167574906.4059677,,451325414.3556305
